place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
1,8,PERFECT TRIUMPH(P241),C K Tong,T K Ng,113,1074,3,-,"5                                                            

5                                                            

6                                                            

6                                                            

1",1:50.96,17,1(505),Class 5 - 1800M - (40-15),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/04/01
2,5,ELECTRONIC GOSPEL(S026),N Rawiller,K L Man,127,1058,11,SH,"7                                                            

2                                                            

2                                                            

2                                                            

2",1:50.97,8.2,1(505),Class 5 - 1800M - (40-15),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/04/01
3,4,VERY WELL(M161),D Whyte,D Cruz,130,1171,2,3/4,"3                                                            

4                                                            

3                                                            

3                                                            

3",1:51.09,5.6,1(505),Class 5 - 1800M - (40-15),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/04/01
4,3,SURE CHAMP(N013),D Lane,R Gibson,131,1022,7,1,"8                                                            

8                                                            

9                                                            

9                                                            

4",1:51.11,24,1(505),Class 5 - 1800M - (40-15),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/04/01
5,7,SWEET BEAN(S205),J Moreira,C Fownes,120,997,9,1-1/2,"9                                                            

9                                                            

8                                                            

8                                                            

5",1:51.18,7.6,1(505),Class 5 - 1800M - (40-15),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/04/01
6,6,GLORIOUS VICTORY(S369),C Y Ho,C S Shum,122,1007,6,1-1/2,"6                                                            

7                                                            

5                                                            

5                                                            

6",1:51.21,33,1(505),Class 5 - 1800M - (40-15),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/04/01
7,2,AMAZING GIFT(S090),Z Purton,P O'Sullivan,131,1083,5,1-3/4,"2                                                            

3                                                            

4                                                            

4                                                            

7",1:51.25,4.2,1(505),Class 5 - 1800M - (40-15),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/04/01
8,12,HIGH SPEED METRO(P293),T H So,S Woods,111,1154,10,2,"11                                                            

10                                                            

10                                                            

10                                                            

8",1:51.27,18,1(505),Class 5 - 1800M - (40-15),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/04/01
9,1,MISTER MARC(P316),N Callan,Y S Tsui,133,1118,1,2-1/4,"1                                                            

1                                                            

1                                                            

1                                                            

9",1:51.32,8,1(505),Class 5 - 1800M - (40-15),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/04/01
10,9,CAPTAIN AMERICA(P074),Y T Cheng,D E Ferraris,113,1139,12,3,"12                                                            

12                                                            

11                                                            

12                                                            

10",1:51.42,43,1(505),Class 5 - 1800M - (40-15),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/04/01
