place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
1,6,PAKISTAN STAR(V325),M Chadwick,A S Cruz,126,1134,14,-,"14                                                            

14                                                            

1",1:09.35,16,1(754),Griffin Race - 1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 800,000",Sha Tin,2016/07/01
2,7,BEAR CHUM(V203),K Teetan,D E Ferraris,124,1177,12,1-3/4,"1                                                            

1                                                            

2",1:09.64,9.4,1(754),Griffin Race - 1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 800,000",Sha Tin,2016/07/01
3,1,CALL ME HANDSOME(V331),Z Purton,D J Hall,133,1074,11,1-3/4,"2                                                            

2                                                            

3",1:09.65,5.7,1(754),Griffin Race - 1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 800,000",Sha Tin,2016/07/01
4,3,ARM RUNDA(V248),J Moreira,J Size,126,1181,1,3-1/2,"7                                                            

6                                                            

4",1:09.90,2.3,1(754),Griffin Race - 1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 800,000",Sha Tin,2016/07/01
5,2,LOOK ERAS(V123),O Bosson,Y S Tsui,133,1031,3,3-3/4,"6                                                            

5                                                            

5",1:09.94,17,1(754),Griffin Race - 1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 800,000",Sha Tin,2016/07/01
6,13,GAINFULJET(V283),K C Ng,A S Cruz,112,1201,5,4-1/4,"4                                                            

3                                                            

6",1:10.02,51,1(754),Griffin Race - 1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 800,000",Sha Tin,2016/07/01
7,14,SEA JADE(V307),D Whyte,J Moore,117,1204,8,5-1/2,"9                                                            

8                                                            

7",1:10.21,11,1(754),Griffin Race - 1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 800,000",Sha Tin,2016/07/01
8,11,CHEER WIN(V347),K C Leung,P F Yiu,115,1106,4,7-3/4,"11                                                            

7                                                            

8",1:10.58,5.5,1(754),Griffin Race - 1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 800,000",Sha Tin,2016/07/01
9,4,AUDACITY(V238),T H So,L Ho,124,1072,7,7-3/4,"13                                                            

13                                                            

9",1:10.59,338,1(754),Griffin Race - 1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 800,000",Sha Tin,2016/07/01
10,12,DON WONGCHOY(V259),K K Chiong,Y S Tsui,110,1051,6,10,"3                                                            

4                                                            

10",1:10.94,22,1(754),Griffin Race - 1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 800,000",Sha Tin,2016/07/01
11,5,HOLY UNICORN(V179),N Callan,A S Cruz,126,1037,10,11,"12                                                            

12                                                            

11",1:11.10,97,1(754),Griffin Race - 1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 800,000",Sha Tin,2016/07/01
12,8,AMBITIOUS HEART(V303),M L Yeung,D E Ferraris,115,1099,9,12,"8                                                            

9                                                            

12",1:11.28,69,1(754),Griffin Race - 1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 800,000",Sha Tin,2016/07/01
13,10,CARRY TO WIN(V305),H W Lai,P F Yiu,117,1119,2,13-1/2,"10                                                            

11                                                            

13",1:11.50,107,1(754),Griffin Race - 1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 800,000",Sha Tin,2016/07/01
